Price,Close,High,Low,Open,Volume
Ticker,XLB,XLB,XLB,XLB,XLB
Date,,,,,
1998-12-22,11.601032257080078,11.60103225708008,11.557517507428615,11.574923407289202,1900
1998-12-23,11.72287368774414,11.775091387912267,11.679358937604038,11.679358937604038,700
1998-12-24,11.992661476135254,11.992661476135254,11.809899581361059,11.862117265582256,1500
1998-12-28,11.888226509094238,11.975255985734753,11.870820613766135,11.975255985734753,2500
1998-12-29,12.105803489685059,12.105803489685059,12.105803489685059,12.105803489685059,100
1998-12-30,12.070995330810547,12.097104188771926,12.070995330810547,12.097104188771926,800
1998-12-31,12.210235595703125,12.253750334105488,12.175423804981234,12.175423804981234,3300
1999-01-04,12.062283515930176,12.392995473798392,12.062283515930176,12.218936548604594,13000
1999-01-05,12.358187675476074,12.419108318946732,12.175425745064105,12.175425745064105,4400
1999-01-06,12.575762748718262,12.57576274871826,12.375594898738662,12.436515548732453,12900
1999-01-07,12.48003101348877,13.02831689483451,12.436516261001014,12.514842815478977,86200
1999-01-08,12.906466484069824,12.906466484069822,12.593160487153765,12.593160487153765,25200
1999-01-11,12.932586669921875,12.932586669921877,12.810745341941455,12.915180765924672,14200
1999-01-12,12.601876258850098,12.880370761808111,12.575767399197783,12.819450089286045,5100
1999-01-13,12.323381423950195,12.462628671678445,12.227648941137021,12.227648941137021,5500
1999-01-14,12.114503860473633,12.375592305742462,12.010068482366101,12.358186409391205,127300
1999-01-15,12.297266960144043,12.297266960144043,12.19283157194749,12.253752215062146,15800
1999-01-19,12.070995330810547,12.253757336540195,11.98396580427262,12.253757336540195,26700
1999-01-20,12.027478218078613,12.158022482384823,12.018775267124866,12.07099297284735,40900
1999-01-21,11.975261688232422,12.04488530269889,11.914341025574263,12.027479399082273,59900
1999-01-22,11.740281105041504,11.896934225790762,11.722875202736033,11.85341947002708,7000
1999-01-25,11.975261688232422,11.975261688232422,11.81860855568287,11.862123314724412,29300
1999-01-26,11.940441131591797,11.940441131591797,11.801194004692768,11.931738186160608,1800
1999-01-27,11.844710350036621,12.158016428362352,11.844710350036621,12.158016428362352,15100
1999-01-28,11.696763038635254,11.914336755871773,11.696763038635254,11.914336755871773,6800
1999-01-29,11.757685661315918,11.757685661315918,11.670656159751774,11.670656159751774,400
1999-02-01,11.853423118591309,11.975264472233215,11.853423118591309,11.853423118591309,2900
1999-02-02,11.862115859985352,11.90563059168009,11.80119523561272,11.809898181951668,2800
1999-02-03,11.870824813842773,11.914339567559205,11.836013010869626,11.870824813842773,1100
1999-02-04,12.218936920166016,12.262451652787691,11.89692789876563,11.89692789876563,6800
1999-02-05,12.384291648864746,12.497429942213476,12.279856301158228,12.279856301158228,44400
1999-02-08,12.323381423950195,12.45392571869543,12.2711637060521,12.419113906763366,22300
1999-02-09,12.088400840759277,12.323380554726521,12.088400840759277,12.323380554726521,14200
